fecha,ticker,Apertura,cierre,máximo,Mínimo,Volumen
2020-01-26,GOOGL,243.9915301930626,132.8441483245898,324.9478838580379,349.593256765682,876075.0
2020-01-27,TSLA,474.7958594527626,398.1909177452545,227.5800848814879,349.03141749475526,713094.0
2020-01-28,AMZN,320.5220822480676,255.08600840931211,155.7628686539629,220.81166012267394,316922.0
2020-01-29,AMZN,293.06771362292255,375.18131309683173,279.11955559998637,341.3758010216277,579359.0
2020-01-30,GOOGL,346.7764688277757,0.0,403.4768344536461,472.3970375859741,456495.0
2020-01-31,AAPL,497.38676788149724,232.69111319530532,373.52871241959537,489.33949487908455,287504.0
2020-02-01,AMZN,166.3345192525013,454.1854083773287,374.48869651419557,393.281435446972,191566.0
2020-02-02,MSFT,281.2513248277396,388.6094115439739,285.3301475205167,100.55548743591056,
2020-02-03,MSFT,161.90152826156523,300.0791878512095,148.99069745269912,387.1893949001344,443598.0
2020-02-04,MSFT,164.06524476002127,498.9021905524907,191.28858265057977,103.60697802124731,0.0
2020-02-05,TSLA,269.0190384985542,317.27255139931935,386.26691949377164,239.28763770921987,451673.0
2020-02-06,AAPL,340.52362911520197,470.1657211758456,363.3077395273069,0.0,442990.0
2020-02-07,AMZN,0.0,293.5198610065004,401.8705444706024,404.3244408130685,261217.0
2020-02-08,AAPL,459.84040347421967,392.50070689998813,216.70744072291052,460.6970421894055,37382.0
2020-02-09,AMZN,452.3033007771101,482.74823746612554,496.07883565284556,289.23552377597167,825427.0
2020-02-10,TSLA,332.2104395516425,162.4745826988821,429.950900898307,413.6631726406996,55351.0
2020-02-11,GOOGL,180.36991326944474,211.29097863448737,138.6685458314136,184.84425674198795,363417.0
2020-02-12,AMZN,295.83448200022735,148.24515677590134,201.70521248221496,190.23399100415912,
2020-02-13,GOOGL,328.2709717156646,105.91158514572628,119.72503790899158,477.9145590119684,151426.0
,AAPL,357.408641813098,379.1913425864043,178.67591016725206,486.77426579616434,433100.0
2020-02-15,,126.03595283408055,482.870637286764,373.9797362575478,225.4731074543649,956621.0
2020-02-16,MSFT,135.95855149856303,281.0920890596692,161.2951546578405,320.7554341911461,131710.0
2020-02-17,AMZN,458.5185187026062,392.9773612476771,318.47845394153063,200.0925382412143,341231.0
2020-02-18,,427.6484312985497,339.02644825052226,338.1722550662712,341.72960945610714,409791.0
2020-02-19,AMZN,462.76484612797447,163.40006436411733,386.7171236678644,397.43459843268187,869041.0
2020-02-20,AAPL,259.9208660877866,198.24305085312972,131.40961883863054,478.9661944244579,517237.0
2020-02-21,GOOGL,154.14209938767115,473.4205757285219,357.64508708439354,310.75546227414895,622954.0
2020-02-22,TSLA,153.1592430843162,348.8852548365926,334.24386063700973,449.6661802347373,0.0
2020-02-23,TSLA,336.738777370143,385.7807819089201,251.8584748223927,252.02293231024862,852851.0
2020-02-24,AMZN,296.5705993352145,267.9920431107721,451.31053514659425,,701497.0
2020-02-25,AAPL,492.67733502554984,294.0438729014039,294.40286322522184,220.7403805838918,941509.0
2020-02-26,MSFT,,192.40578574492613,334.2302870301116,166.60545502604336,870908.0
2020-02-27,GOOGL,168.47930527321319,293.7650109774064,273.00226517213514,,144772.0
2020-02-28,AMZN,0.0,199.53154014731155,279.20381621948536,477.52608354553075,149550.0
2020-02-29,,464.0729746113023,195.3597044102042,317.7494383913008,321.4244160444856,12408.0
2020-03-01,GOOGL,165.8417359449163,117.160695897187,277.6098664886175,301.52148469827864,721866.0
2020-03-02,GOOGL,496.9312347038464,383.37282012111564,152.86303694007458,121.10975999484053,801669.0
2020-03-03,AAPL,135.5025432848004,341.98776429957843,382.17185238605396,100.17657097773119,421886.0
2020-03-04,MSFT,274.67398643249453,288.28568949482275,140.714674140758,159.59212811008018,821534.0
2020-03-05,AMZN,195.52434062075565,,325.82582763758603,159.80761597315944,166131.0
2020-03-06,TSLA,310.6097755818763,171.0770790280513,245.35127865069023,344.463693589433,120492.0
2020-03-07,,221.6037147582878,326.8508408474138,434.14554835907353,257.1116373911122,140547.0
2020-03-08,AMZN,121.3955513656353,0.0,254.54773095497404,454.52718390909484,950619.0
2020-03-09,MSFT,352.43430999656607,397.3597630209933,424.2876592589075,384.4931212912571,919106.0
2020-03-10,MSFT,233.36127501439967,474.6861918898293,308.46359715587033,465.9133679779991,724083.0
2020-03-11,TSLA,231.7177961255263,349.2951827058321,122.18635417911976,0.0,832007.0
2020-03-12,AMZN,0.0,193.52672530878976,310.73415454877613,230.91456975701013,88130.0
2020-03-13,GOOGL,467.70136910579834,176.02374003006508,424.0587133601952,448.13118107096506,328064.0
2020-03-14,AAPL,432.4270658584939,330.0495399430059,239.94959450187417,380.2327305586848,923896.0
2020-03-15,MSFT,,217.04564093564824,220.50817729553015,457.5025268392867,221447.0
2020-03-16,AMZN,298.38362702028974,181.2727038471353,360.1366464677864,153.1882456884428,324914.0
2020-03-17,AMZN,388.5706358822581,146.82919389377327,158.97815689032603,105.16381031075896,435122.0
2020-03-18,GOOGL,,398.5861871686236,354.7498541762225,264.24104143285365,589323.0
2020-03-19,TSLA,193.40597603021223,270.51228745216156,365.1668944548349,137.04814979239836,801086.0
2020-03-20,AMZN,320.7038927603741,199.0119186892777,301.26650621018587,252.33120861744362,478895.0
2020-03-21,AMZN,372.83456165074773,335.5045414907347,0.0,253.3921700392281,940782.0
2020-03-22,TSLA,249.76590633111107,239.23988706738862,110.7490079200896,335.87796551804456,610180.0
2020-03-23,MSFT,100.64998969467717,276.86812150052594,320.87199361720735,454.77032714666007,887534.0
2020-03-24,AAPL,196.44176898836537,379.04699168867756,441.33447298628437,218.2512744809423,433009.0
2020-03-25,TSLA,433.1782627595143,331.86151803585267,149.75124261937106,407.76883880838744,252528.0
2020-03-26,TSLA,105.69396428997577,268.759260264777,265.8432401724614,,150671.0
2020-03-27,AMZN,396.99606163063135,244.4294466171716,252.46540075023006,397.9226519845212,562954.0
2020-03-28,AMZN,297.9893174533171,128.43841651681313,303.3584028743762,253.58443408677988,478249.0
2020-03-29,,306.9375299635889,257.670330551431,140.80101741658638,418.920122883167,756983.0
2020-03-30,AMZN,336.29671933355013,220.3661498633296,342.69766831743334,104.1197129421621,45627.0
2020-03-31,GOOGL,151.06332425939013,431.5032971148313,182.36329013046793,0.0,217794.0
2020-04-01,AAPL,247.52468722309283,290.15268510449016,235.31437781959843,305.5583029415286,16656.0
2020-04-02,GOOGL,165.27978193339771,213.2716456628147,0.0,407.6595341465618,618859.0
2020-04-03,MSFT,238.25026434872393,120.44995191660415,292.6241607585464,415.06352199878813,693764.0
2020-04-04,GOOGL,364.3293954640623,399.12443961107147,296.7891328251088,100.5440830272609,817466.0
2020-04-05,GOOGL,473.0393351551501,268.1081859121258,115.53501624826956,290.65849863169353,48598.0
2020-04-06,MSFT,290.73105850610455,196.7452826624709,474.72206637667097,217.16008985357087,952669.0
2020-04-07,TSLA,325.96148586752724,156.22115951325407,362.6904766088169,481.9649820556337,159705.0
2020-04-08,MSFT,220.80049033122958,124.12905383902677,249.86415239131378,112.14800823374978,614281.0
2020-04-09,AMZN,355.33206108339573,232.3004111686254,485.2318013711264,309.83817183849766,712879.0
2020-04-10,MSFT,319.7878539102721,417.1863390266906,297.87824916737986,477.2285969750654,777383.0
2020-04-11,AAPL,103.12736142540362,179.04329838281643,370.5305921795596,464.2144988368251,548252.0
2020-04-12,TSLA,406.0538219577035,193.21723703988437,461.3188185520793,173.19238314140884,24623.0
2020-04-13,TSLA,357.93562106762477,354.5972053044525,258.2497263133836,184.61721986155717,557933.0
2020-04-14,MSFT,469.159997687436,487.3438435272537,351.3006764158214,200.49702441128775,124143.0
2020-04-15,GOOGL,380.7302796469407,137.38405195926057,461.1262371078249,406.7764929951318,59802.0
2020-04-16,GOOGL,131.32137292819186,121.80396073243527,224.32826416079354,,93290.0
2020-04-17,AAPL,206.90800864794198,310.3410114179658,440.63725233991084,171.8534778164857,588279.0
2020-04-18,AMZN,343.5628081000794,218.4975783013756,415.6757942861663,223.90161702129978,339637.0
2020-04-19,AMZN,385.7547203755738,474.02761054704035,100.1535843241756,247.7581046884238,390914.0
2020-04-20,TSLA,481.0495400566811,141.26338309219207,242.1712600819147,239.41645332282232,915893.0
2020-04-21,AAPL,292.45667134617406,262.91139569691995,240.54089884779438,237.06758458860156,212522.0
2020-04-22,AMZN,164.68306933392068,177.1744278658939,411.5842080640053,279.4400774043486,823895.0
2020-04-23,MSFT,130.61210912650597,414.95396853904987,217.0206986994367,437.770737220327,417449.0
2020-04-24,GOOGL,364.7128686228578,143.11024779028455,389.0038291191187,134.52610688208696,66932.0
2020-04-25,AMZN,229.52117548670938,146.78875393974513,483.16061608873963,413.92631625354585,838493.0
2020-04-26,AAPL,418.8797802031755,284.8094345828357,232.96725988409625,164.61283479369195,629715.0
2020-04-27,TSLA,365.19516879041623,232.4454619666103,157.48413288197804,211.52495564398444,0.0
2020-04-28,AAPL,489.58161157820405,164.6017630466868,322.4005720729533,0.0,983896.0
2020-04-29,MSFT,376.91059469499,303.77411888425274,174.92219636671177,235.2300015526286,628337.0
2020-04-30,MSFT,337.7271413945205,275.10075161817895,495.3362117679923,155.96233653668997,77769.0
2020-05-01,AAPL,381.13463241723906,319.25893914594474,458.3896267387247,227.41882512220207,901466.0
2020-05-02,GOOGL,491.7803927117584,160.7937907797814,216.0940556063527,389.5692347641225,792672.0
2020-05-03,AMZN,168.39139577222846,144.05744810534023,268.50689288238857,274.6549058908121,577668.0
2020-05-04,AAPL,390.7608021528046,149.98911368230318,278.98666045118205,486.47439885353975,27171.0
2020-05-05,TSLA,209.5945857631752,260.8312955565771,487.8506546687663,378.06090190278064,192409.0
2020-05-06,MSFT,465.18362544753614,196.40199329718496,181.2191831517535,303.14499973963655,447367.0
2020-05-07,TSLA,457.45173013509674,402.1188861668553,0.0,100.2594269978693,274053.0
,GOOGL,290.86164793150414,288.7682216990238,134.7479901774252,343.7565913542014,490208.0
2020-05-09,GOOGL,329.62872239147805,177.90030442569747,285.8022674343339,131.23725758138204,70964.0
2020-05-10,GOOGL,406.5093220836796,140.3398915177853,214.24097010863818,253.20353569167082,
2020-05-11,AMZN,386.1316782235155,138.37814869976086,380.99573659682756,410.236308744636,861318.0
2020-05-12,AMZN,464.26753823051655,0.0,316.8829193265746,286.544537058791,0.0
2020-05-13,TSLA,438.3150240390239,207.26815102574574,413.47365222515606,266.4422865364685,995097.0
2020-05-14,AMZN,337.76913397911073,470.0855000330245,182.90915264958846,341.6887213037607,805830.0
2020-05-15,AMZN,481.28084517700836,108.11441227982019,193.8896210799922,372.6955318662081,132012.0
2020-05-16,AMZN,449.0823488448126,369.895862894375,372.2372904842884,200.90281381259504,0.0
2020-05-17,AMZN,275.4776882156602,202.59691127358877,473.209134082431,0.0,658789.0
2020-05-18,GOOGL,103.37425231996242,187.3326588158687,369.42657959225045,139.65779013873743,133239.0
2020-05-19,TSLA,310.2590971388939,154.2479798313335,332.44849952336034,400.89802973714995,765441.0
2020-05-20,GOOGL,477.44524659986956,234.25379746021565,335.2621211979073,482.10179756216274,62743.0
2020-05-21,AMZN,288.6994538509584,355.0739811681043,129.93317165945427,161.7719287576627,406378.0
2020-05-22,TSLA,423.4282942352926,428.04167308705075,227.43080139166273,203.9488447241464,905318.0
2020-05-23,TSLA,480.3551794637078,333.3073854193756,284.9250787423507,468.8791723160927,0.0
2020-05-24,AMZN,380.6591024994612,354.1217827726028,408.6201164312175,354.26641172824486,0.0
2020-05-25,,459.43799027791675,385.2305958461013,0.0,452.20564615095816,407528.0
2020-05-26,MSFT,325.8209189649277,288.101344947318,163.14971382417173,229.44362774566235,535066.0
2020-05-27,,358.1599805523773,259.69860895270494,443.3060398696736,300.30486968700063,98669.0
2020-05-28,MSFT,148.39934247786047,240.8863940695699,324.18433306261335,407.3521154314875,184147.0
2020-05-29,GOOGL,399.8477869038285,390.37200417555107,394.2315773956368,210.1058968654175,828451.0
2020-05-30,TSLA,333.7355984658071,340.18886709215036,220.55831936269672,479.3343260710891,270815.0
2020-05-31,GOOGL,397.30453597532465,191.28387980517613,408.81517967110705,436.41471423103883,714412.0
2020-06-01,AMZN,149.1132564139648,373.302175641944,218.30604410317775,310.96698914805813,266465.0
2020-06-02,GOOGL,199.39410176888475,178.10565736669696,306.9342734307785,263.41518238324585,846401.0
2020-06-03,GOOGL,264.56801994750674,434.5858359528114,119.444465497434,380.1074634042068,0.0
2020-06-04,MSFT,126.92533847882568,454.3144988526867,,402.16972865963453,27453.0
2020-06-05,AAPL,222.16308037239327,333.20495100195615,234.3340029643705,385.1345520095562,833835.0
2020-06-06,AMZN,426.8825174629883,233.37051513213737,209.3986911157033,322.0763571300662,16014.0
2020-06-07,AMZN,205.5373607967216,109.34122186132713,463.9212218599881,221.83059751437384,89652.0
2020-06-08,TSLA,333.1018000255812,305.20335263518245,451.3395916438612,482.372037674534,909095.0
2020-06-09,TSLA,208.68693571463584,130.5282305961075,348.0032241078113,361.9731867535019,616004.0
2020-06-10,TSLA,334.52718994660927,419.64844965597285,420.0974199821848,444.71064295534876,691532.0
2020-06-11,AAPL,389.0212318602027,163.58351236106662,217.91897996705302,224.12195278459075,94475.0
2020-06-12,MSFT,174.0464784629908,172.78457146435784,495.285492669029,324.9023145170366,638128.0
2020-06-13,MSFT,191.94974372051223,279.548132096918,248.35474259162825,436.9747205134751,942099.0
2020-06-14,MSFT,414.8882495488259,223.7794643712603,219.558459078664,421.18843521679327,708649.0
2020-06-15,AMZN,133.42431276527293,352.7363170191901,,174.59731078807633,86435.0
2020-06-16,AMZN,134.0847273470207,405.86534854112136,296.2972215921283,433.83086439425375,503584.0
2020-06-17,TSLA,236.80511826882494,191.67646022038963,301.21536151734097,255.45035894972693,739944.0
2020-06-18,AMZN,132.55474422193618,452.37892702613874,321.5165636707502,401.89861180653867,241012.0
2020-06-19,AMZN,158.4328193736629,0.0,146.1374314519015,170.1442407173322,617783.0
2020-06-20,GOOGL,234.02809275246764,479.8413288432899,230.9791544570646,180.9842248852966,517693.0
2020-06-21,TSLA,445.366193592629,272.3868388295367,102.87932243239663,348.45385483932716,571349.0
2020-06-22,TSLA,158.71703670092043,101.88103648610362,,409.3365299522767,574468.0
2020-06-23,AMZN,311.2653699895412,301.94504503871553,304.6788007050242,346.43202518337444,244888.0
2020-06-24,TSLA,416.3696947298188,436.0715164200798,336.55776126006396,172.72098800419164,950886.0
2020-06-25,AMZN,,345.1777291162482,442.9582056217809,291.6496206694963,541008.0
2020-06-26,MSFT,174.912516066892,306.6092469878738,370.99747855644836,199.22582042883667,443735.0
2020-06-27,GOOGL,190.20147288601152,263.4308565250327,453.42141734332887,325.89207872138496,661577.0
2020-06-28,MSFT,147.91482749925308,340.7294335322096,290.4312910781748,297.69239013717964,118702.0
2020-06-29,GOOGL,184.91894651010807,497.1352150156604,453.89413880477167,222.30562048512252,280324.0
2020-06-30,GOOGL,241.05174636719946,440.6228296976239,494.5440062882878,429.9281613193375,84423.0
2020-07-01,MSFT,107.77006298005163,414.50548907215955,414.30566221013777,146.34818872230352,249209.0
2020-07-02,TSLA,164.57241423676123,405.63587368393644,264.22276538330664,0.0,614534.0
,AAPL,172.89510706058383,184.6820791325129,142.91633378835442,278.8929152087345,564377.0
2020-07-04,TSLA,184.74726221142402,211.86935337843127,153.70263471082723,208.20123897551852,779012.0
2020-07-05,AMZN,496.6534803338993,216.48619639987544,426.8651216575463,,0.0
2020-07-06,AAPL,157.45487880128636,324.2384600863526,0.0,200.12848207256462,925014.0
2020-07-07,AAPL,270.18052936508707,496.11621221594055,176.5312077100968,302.71943596925547,330352.0
2020-07-08,TSLA,424.7753163976949,379.2537000440517,331.6016086269503,419.7079122598693,79278.0
2020-07-09,AMZN,494.8034796382464,279.01753570649424,417.52580270368577,360.41571823964256,0.0
2020-07-10,TSLA,0.0,369.0006754418484,175.2446683557075,312.83191136073197,720258.0
2020-07-11,TSLA,139.43248140746846,364.9408328269141,366.7687488364987,376.8351976740275,542861.0
2020-07-12,AMZN,405.035179652812,257.01133723252815,253.71510351465355,230.01949182391846,721739.0
2020-07-13,AMZN,108.17392138424889,239.23796617561166,193.392353646494,350.79425717842037,105936.0
2020-07-14,AMZN,104.77207868738007,336.83226506914554,390.96471467435344,418.92556264471915,430626.0
2020-07-15,GOOGL,347.3958054266664,421.8632954446753,493.73166958054674,429.6189736170025,792886.0
2020-07-16,GOOGL,482.30276133693286,391.64801028927116,348.67773463205344,229.38019781825423,80347.0
2020-07-17,AMZN,106.07745958620396,346.4231704830648,0.0,247.06081493078202,816677.0
2020-07-18,TSLA,346.4543694211824,448.5812954083067,126.33466823096948,328.92133025223393,343760.0
2020-07-19,TSLA,372.45670565656945,149.81657147514014,366.55837368166806,422.53404114655785,692701.0
2020-07-20,AAPL,,109.88798784829017,203.85194392991377,384.13992618073365,116157.0
2020-07-21,GOOGL,437.5515822780785,148.78228373220242,125.07684869343359,134.95681355614354,541644.0
2020-07-22,AMZN,284.36836080784354,486.819739699259,446.2221816504517,160.4837731956759,991804.0
2020-07-23,AAPL,,470.7384002055186,444.1927093824574,113.30058350608118,537018.0
2020-07-24,MSFT,464.5132858358803,124.56459002163918,225.05147654533974,456.637910130176,646652.0
2020-07-25,TSLA,219.25071092274788,398.8749028721361,203.3392284676712,293.3889504457647,733377.0
2020-07-26,GOOGL,379.2193404806334,175.95194092558984,357.28531136826274,310.6820231566428,473277.0
2020-07-27,AAPL,394.82283607937165,269.694478915157,,109.8249334472277,922640.0
2020-07-28,MSFT,157.71435232620786,294.9838461228245,182.4804237440643,,94479.0
2020-07-29,GOOGL,296.1067668825375,114.81876949287768,305.5711691058357,366.77754322606773,952750.0
2020-07-30,AMZN,201.7992312855331,125.0397935920561,179.80505494326155,372.88319797219873,660940.0
2020-07-31,AMZN,182.79510898376915,357.65281872172176,497.6417102860717,314.2689947646518,767241.0
2020-08-01,AAPL,330.06206548984386,263.21021537533727,137.0301766957751,125.18971246206169,19947.0
,TSLA,224.06279527311045,275.2463856810883,439.0218059377376,126.55694321362914,923204.0
2020-08-03,GOOGL,391.04796125810236,338.8232243811773,212.40935072368754,342.64947198181636,725947.0
2020-08-04,AMZN,133.51125336873582,486.94632550330806,312.9277554811704,360.8529690221397,0.0
2020-08-05,AAPL,293.4212203588723,113.68206078169756,131.52762541321403,375.9166204016788,319057.0
2020-08-06,TSLA,433.77567555103025,207.7607708866363,153.40380868264694,227.90085454640797,475652.0
2020-08-07,MSFT,202.00972136289136,233.21721668172876,372.6107525995979,393.9727747691771,520835.0
2020-08-08,AAPL,343.1895109594146,456.52549346739903,254.5714637189262,452.5524411325521,850687.0
2020-08-09,AAPL,,176.20699421046993,251.4557958951509,157.29033564732742,960758.0
2020-08-10,AMZN,452.4284501208684,377.85954272789826,473.28401974773226,171.42259799361898,810797.0
2020-08-11,MSFT,455.47575842909833,392.0453420540166,493.4737989961363,176.4338340352001,108122.0
2020-08-12,GOOGL,420.05668388141095,226.23295122529888,338.6483074220889,183.95929063376963,437367.0
2020-08-13,TSLA,196.29543829465965,413.2519974014971,135.65546638476667,453.51902165875737,524924.0
2020-08-14,GOOGL,355.57111606312105,274.8061127016243,492.39238237333353,202.89178369793368,357966.0
2020-08-15,AMZN,255.12927562451176,371.4385001180481,329.4514365087315,0.0,
2020-08-16,TSLA,219.6545031100166,434.3812249679789,455.96542689746383,396.543237322379,783006.0
2020-08-17,TSLA,375.16266074959475,465.7523959533873,316.8109295928472,148.77978117524808,846757.0
2020-08-18,TSLA,328.81541325033163,244.55606450314917,499.0610617402472,0.0,395090.0
2020-08-19,AMZN,187.55161634170918,411.752073497596,405.5290212922875,211.63496085232657,989300.0
2020-08-20,GOOGL,157.9173982568015,369.3646991526607,193.37743547353347,253.01149018359496,61352.0
2020-08-21,MSFT,495.85882030494105,412.3607656533879,166.31862649597292,243.73418330876424,752142.0
2020-08-22,MSFT,402.46936727778177,214.55409328835194,393.69544618065237,234.5166451683435,290839.0
,MSFT,193.08770982419617,408.11295766045305,492.1468781568041,,449735.0
2020-08-24,AAPL,437.3668292180591,420.8032295242308,496.28829101029754,333.42994111085864,776065.0
2020-08-25,TSLA,0.0,284.4822930142688,260.43797356966996,435.2001970427156,160467.0
2020-08-26,AMZN,296.6255989233397,102.74325364210983,249.38588894029988,119.54871882655556,420913.0
2020-08-27,AMZN,,359.15680506521323,192.749904111562,146.05174981939336,598216.0
2020-08-28,TSLA,493.6435870069639,417.46070973536547,313.52794813774244,113.88188910347212,207511.0
2020-08-29,MSFT,169.64831022256305,477.72171270160817,412.26623472209957,371.93651553194604,337187.0
2020-08-30,GOOGL,472.32687454682286,171.1426392115098,371.0391080166077,191.41853816459246,695551.0
2020-08-31,AMZN,197.39826442463948,357.92426422348626,462.9570130381423,344.98157210437205,127539.0
2020-09-01,GOOGL,482.3251063872126,409.2880198341635,289.71810911342146,132.92476282828113,673667.0
2020-09-02,AAPL,433.9300184739838,327.28452580027346,132.3354186384724,323.7931292341738,23621.0
2020-09-03,AMZN,,286.23215928277125,,207.9514890161423,610528.0
2020-09-04,AMZN,417.95759593241394,388.4174017192544,311.85365761001844,217.56389712389506,627726.0
2020-09-05,AAPL,391.80408629773456,0.0,189.10820748977198,0.0,985932.0
2020-09-06,TSLA,413.16810369038166,406.53389471241263,130.7906537606279,284.8088893592584,438581.0
2020-09-07,GOOGL,279.57354850662193,0.0,138.1400661764891,396.91367234801646,686387.0
2020-09-08,AMZN,156.31105627047694,193.09682971990551,360.20403668899206,143.11853953832463,996583.0
2020-09-09,GOOGL,254.24001339518182,207.53631000649406,430.29226464727117,326.9934414575459,0.0
2020-09-10,,497.2873511944994,305.6455770566679,317.97384311186306,423.136919685278,939826.0
2020-09-11,AAPL,109.42767927150187,305.1556816164107,264.2479234694272,200.09925647854487,453847.0
2020-09-12,AAPL,201.658969913598,339.41394130844265,303.9973960321646,131.10156216827207,317045.0
2020-09-13,MSFT,371.123727988814,466.6432402096133,336.8711802719466,205.26062949490364,124876.0
2020-09-14,MSFT,107.80878818954366,183.7012061950112,168.56402882366132,106.37642323305721,873038.0
2020-09-15,MSFT,231.66640921561913,372.10476403368517,181.4681018748122,343.24424665736296,60730.0
2020-09-16,MSFT,359.99297431149273,407.91683701098435,495.443353944454,199.43395913213303,806638.0
2020-09-17,GOOGL,401.2046436954782,114.48289740343847,135.3331210395175,365.71408218350865,145916.0
2020-09-18,GOOGL,469.74458596669564,102.21562958678985,266.3640035029507,495.86969944842275,317711.0
2020-09-19,MSFT,362.86684937881506,254.55296599693318,405.4058765406772,205.8405928384039,909542.0
2020-09-20,MSFT,322.154614218777,117.71301209278428,222.0535577576842,496.85794085505626,135901.0
2020-09-21,GOOGL,313.8697772056321,204.2654205068739,137.1291202254859,125.31500268311078,246740.0
2020-09-22,MSFT,310.36939273107294,200.595612409133,160.6981555042644,173.89994512305375,537151.0
2020-09-23,MSFT,348.9943265724006,347.601870334464,128.98864361966758,425.7377783985973,835134.0
2020-09-24,TSLA,336.54319980081243,184.5411418663175,277.64232524974693,265.40320795854115,516541.0
2020-09-25,AMZN,147.36474733445021,478.4662167214564,111.93743849037392,117.82145075552978,645013.0
2020-09-26,AMZN,332.21311246300047,485.1018100209539,246.72299372019668,451.3684804369735,683893.0
2020-09-27,GOOGL,358.58528764695035,212.34272161216654,288.58673835943125,175.07515809940975,787238.0
2020-09-28,MSFT,487.6013693342278,194.4798233687393,326.7088922110714,208.32347584414032,892184.0
2020-09-29,TSLA,206.25747545108987,410.2282647442335,353.84730424008615,204.8948771739643,205071.0
2020-09-30,AMZN,182.87140136403627,262.19599338501615,247.66979227223786,142.56802332437547,122918.0
2020-10-01,TSLA,286.5962112652305,106.5559375870254,175.1777817974169,0.0,0.0
2020-10-02,,114.03574475289027,206.94658431583343,139.9018952895343,393.53571822514164,878061.0
2020-10-03,TSLA,494.37796287089736,104.08607141831703,478.89692659799897,103.26692832395143,48771.0
2020-10-04,AMZN,378.4078960054198,317.3288825664483,228.77164552956896,216.1526639290842,990226.0
2020-10-05,AMZN,404.69088147244634,379.3225277855059,252.29356646463387,294.558701900276,45160.0
2020-10-06,AMZN,311.3232507599014,389.2423788712094,328.64625395300584,128.41198163425517,0.0
2020-10-07,MSFT,,118.91715066663014,208.89929941522882,415.2870902366956,809806.0
2020-10-08,AAPL,354.70628200798,122.42316783943093,432.56726385841347,342.8180111902052,915062.0
2020-10-09,GOOGL,394.7417240713156,328.87140423900905,386.0669553684394,218.84745170214947,618047.0
2020-10-10,TSLA,439.2112109115209,454.9793973016657,251.490394966803,135.76597556207503,808247.0
2020-10-11,GOOGL,115.85884261167409,489.771393021315,475.0841319850818,466.0588773776568,963973.0
2020-10-12,AMZN,139.92621167860517,326.32311527388765,493.0751668862455,301.80152151736075,10535.0
2020-10-13,AAPL,441.4535309822657,303.260242680701,267.70444995608693,463.0528220042662,679666.0
2020-10-14,TSLA,233.8407229014896,399.81715294445024,302.96271766046203,180.3000492307192,498458.0
2020-10-15,MSFT,448.39133824320726,102.90781906161533,0.0,264.42897866032115,904230.0
2020-10-16,GOOGL,393.3874452514657,140.3605931044846,150.69332013403502,301.0553737651597,535590.0
2020-10-17,MSFT,310.10363843745927,137.0717315102687,361.6928108805665,0.0,72512.0
2020-10-18,GOOGL,427.7749164340669,221.17136011054828,248.1215764950053,272.779840426325,572780.0
2020-10-19,GOOGL,201.9865495487507,279.8371799692667,481.98946871616226,498.0127235484203,696964.0
